Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
309000,,308000,331000,4000,1638 Brussels Dr #6,3,3,1938,159,130,2614,Sqft,2020,100,,https://www.movoto.com/home/1638-brussels-dr-apt-6-apex-nc-27502-413_2312790
438459,424886,411000,447000,,2912 Lemnos Dr,5,3,2759,159,132,5663,Sqft,2020,65,,https://www.movoto.com/home/2912-lemnos-dr-apex-nc-27502-413_2312514
373260,310116,265000,373000,,1384 Herb Garden Way,3,3,1803,207,161,4356,Sqft,2020,100,,https://www.movoto.com/home/1384-herb-garden-way-apex-nc-27502-413_2306769
329900,329574,318000,359000,9000,2276 Red Knot Ln #63,4,4,2242,147,164,1742,Sqft,2020,140,,https://www.movoto.com/home/2276-red-knot-ln-apt-63-apex-nc-27502-413_2306366
309900,299442,299000,310000,4000,2270 Red Knot Ln #60,4,4,2094,,,,,,,,https://www.movoto.com/home/2270-red-knot-ln-apt-60-apex-nc-27502-413_2306310
288670,273702,274000,289000,1000,2266 Red Knot Ln #58,4,4,1914,151,173,1612,Sqft,2020,140,,https://www.movoto.com/home/2266-red-knot-ln-apt-58-apex-nc-27502-413_2304023
339990,329574,318000,359000,85,2251 Red Knot Ln #76,4,4,2242,152,179,1742,Sqft,2020,140,,https://www.movoto.com/home/2251-red-knot-ln-apt-76-apex-nc-27502-413_2303083
311335,299442,299000,312000,14000,2257 Red Knot Ln #73,4,4,2094,149,179,1742,Sqft,2020,140,,https://www.movoto.com/home/2257-red-knot-ln-apt-73-apex-nc-27502-413_2303030
450705,479808,450000,509000,,1903 Kings Knot Ct #S124,4,4,3264,138,186,4748,Sqft,2020,68,,https://www.movoto.com/home/1903-kings-knot-ct-apt-s124-apex-nc-27502-413_2301895
339900,,339000,395000,,321 Chapel Valley Ln,4,3,2321,146,192,0.26,Acres,2005,16,,https://www.movoto.com/home/321-chapel-valley-ln-apex-nc-27502-413_2299817
336205,329574,318000,359000,,2267 Red Knot Ln #68,4,4,2242,150,196,1742,Sqft,2020,140,,https://www.movoto.com/home/2267-red-knot-ln-apt-68-apex-nc-27502-413_2299864
459465,512775,458000,574000,,1321 Soaring Silo Way Lot 293- Tyson B #LOT 293- TYSON B,4,4,3225,142,206,6970,Sqft,2020,100,,https://www.movoto.com/home/1321-soaring-silo-way-lot-293-tyson-b-lot-293-tyson-b-apex-nc-27502-413_2298137
495895,504405,483000,544000,,1533 Armscroft Ln,3,4,3057,,,,,,,,https://www.movoto.com/home/1533-armscroft-ln-apex-nc-27502-413_2296416
433360,465310,433000,489000,,1333 Soaring Silo Way 296 - Huntley A #296 - HLEY A,4,3,2945,147,223,7405,Sqft,2020,100,,https://www.movoto.com/home/1333-soaring-silo-way-296-huntley-a-apt-296-hley-a-apex-nc-27502-413_2295211
442275,462480,408000,524000,,2913 Mavisbank Cir #G320,3,3,2460,180,268,6534,Sqft,2020,69,,https://www.movoto.com/home/2913-mavisbank-cir-apt-g320-apex-nc-27502-413_2290287
302000,269837,263000,302000,13000,2875 Dallas Valley Ln #62,3,3,1787,,,,,,,,https://www.movoto.com/home/2875-dallas-valley-ln-apt-62-apex-nc-27502-413_2283264
324000,327972,319000,339000,9000,2871 Dallas Valley Ln #60,3,4,2172,149,312,1917,Sqft,2019,125,,https://www.movoto.com/home/2871-dallas-valley-ln-apt-60-apex-nc-27502-413_2283219
459990,532000,459000,553000,5000,1505 Tinos Overlook Way,6,4,3500,131,327,6098,Sqft,2020,65,,https://www.movoto.com/home/1505-tinos-overlook-way-apex-nc-27502-413_2187051
480442,504405,480000,544000,6000,1535 Bicknor Dr,3,4,3057,157,381,7405,Sqft,2019,66,,https://www.movoto.com/home/1535-bicknor-dr-apex-nc-27502-413_2270833
300000,272102,265000,299000,10000,2880 Dallas Valley Ln #75,3,3,1802,166,393,1742,Sqft,2019,125,,https://www.movoto.com/home/2880-dallas-valley-ln-apt-75-apex-nc-27502-413_2268498
325985,350465,326000,365000,,1059 Platform Dr,3,4,2417,135,428,2222,Sqft,2019,163,,https://www.movoto.com/home/1059-platform-dr-apex-nc-27502-413_2261771
284990,279200,251000,291000,5000,438 Oak Pine Dr #379,3,4,1745,163,485,784,Sqft,2020,111,,https://www.movoto.com/home/438-oak-pine-dr-apt-379-apex-nc-27502-413_2249896
